Name,Email,Phone,Website,Address,Source,All_Emails
Barrett Distribution Centers,sales@barrettdistribution.com,(732) 893-1928,http://www.barrettdistribution.com/,"200 Varga Lane, Franklin Township, NJ, United States, 8873",3plfinder.com,"['sales@barrettdistribution.com', 'mymail@mailservice.com']"
Barrett Distribution Centers,sales@barrettdistribution.com,(732) 893-1928,http://www.barrettdistribution.com/,"152 Route US 206, Hillsborough, NJ, United States, 8844",3plfinder.com,"['sales@barrettdistribution.com', 'mymail@mailservice.com']"
Best Inc.,us-jobs@best-inc.com,(626) 626-7665,http://www.best-inc.us/,"11 Corn Road, Dayton, NJ, United States, 8810",3plfinder.com,"['us-jobs@best-inc.com', 'us-sales@best-inc.com']"
Bilkays Express,,(800) 526-4006,http://www.bilkays.com/,"2400 Bedle Place, Linden, NJ, United States, 7036",3plfinder.com,[]
BK Logistics Solutions,,(908) 523-1400,http://www.bklogisticsinc.com/,"1050 Edward Street, Linden, NJ, United States, 7036",3plfinder.com,[]
Bluearrow Warehousing and Logistics,info@bluearrowwh.com,(732) 656-0700,http://www.bluearrowwh.com/,"1 Jebara Way, Monroe Township, NJ, United States, 8831",3plfinder.com,['info@bluearrowwh.com']
Brook Warehousing Systems,info@brookwarehouse.com,(908) 725-4343,http://www.brookwarehouse.com/,"18 Van Veghten Drive, Bridgewater, NJ, United States, 8807",3plfinder.com,['info@brookwarehouse.com']
Capacity LLC,info@capacityllc.com,(732) 745-7770,http://www.capacityllc.com/,"1112 Corporate Road, North Brunswick, NJ, United States, 8902",3plfinder.com,['info@capacityllc.com']
Carpenter Warehouing,,(856) 451-9091,,"1 Glass Street Complex, Bridgeton, NJ, United States, 8302",3plfinder.com,[]
Carrier Industries Inc.,,(732) 287-7930,http://www.carrierindustries.com/,"145 Talmadge Road, Edison, NJ, United States, 8817",3plfinder.com,[]
CDL Logistics USA,sales@cdllogisticsusa.com,(732) 789-8835,http://cdllogisticsusa.com/,"23 Roosevelt Ave, Suite 12, Somerset NJ 08873, New Jersey, NJ, United States, 8873",3plfinder.com,['sales@cdllogisticsusa.com']
Courier Systems,,(201) 432-0550,http://www.csweb.biz/,"180 Pulaski Street, Bayonne, NJ, United States, 7002",3plfinder.com,[]
Customized Distribution Services,,(618) 931-8796,http://www.cds3pl.com/,"3025 Woodbridge Ave. Suite B, Edison, NJ, United States, 8837",3plfinder.com,[]
Customized Distribution Services,,(973) 442-2200,http://www.cds3pl.com/,"20 Harry Shupe Blvd., Wharton, NJ, United States, 7885",3plfinder.com,[]
DiPinto International Logistics,,(732) 248-8811,http://www.dipintointl.com/,"20 South Middlesex Ave, Monroe, NJ, United States, 8831",3plfinder.com,[]
East Coast Warehouse & Distribution,BWI-CES@eastcoastwarehouse.com,(908) 351-2800,http://www.eastcoastwarehouse.com/,"150 Industrial Drive, Jersey City, NJ, United States, 7305",3plfinder.com,"['BWI-CES@eastcoastwarehouse.com', 'ces@eastcoastwarehouse.com', 'sales@eastcoastwarehouse.com']"
East Coast Warehouse & Distribution,BWI-CES@eastcoastwarehouse.com,(908) 351-2800,http://www.eastcoastwarehouse.com/,"1140 Polaris Street, Elizabeth, NJ, United States, 7201",3plfinder.com,"['BWI-CES@eastcoastwarehouse.com', 'ces@eastcoastwarehouse.com', 'sales@eastcoastwarehouse.com']"
Eastern Warehouse & Port Delivery Services,Office@EasternWarehouse.com,(973) 465-1600,http://www.easternwarehouse.com/,"266 Kellogg Street, Newark, NJ, United States, 7114",3plfinder.com,['Office@EasternWarehouse.com']
Eastern Warehouse & Port Delivery Services,Office@EasternWarehouse.com,(973) 465-1600,http://www.easternwarehouse.com/,"1300 Lower Rd Bldg #806/ Dock # 605, Linden, NJ, United States, 7036",3plfinder.com,['Office@EasternWarehouse.com']
EDS Distribution Services,,(877) 525-8777,http://www.edsdistribution.com/,"500 Kennedy Drive, Sayreville, NJ, United States, 8872",3plfinder.com,[]
Elie Tahari Warehousing,,(908) 380-3461,,"16 Bleeker Street, Millburn, NJ, United States, 7041",3plfinder.com,[]
Elite Warehouse & Distribution,,(917) 858-1685,http://elite-warehouse-distribution-inc.business.site/?utm_source=gmb&utm_medium=referral,"55 Talmadge Road, Edison, NJ, United States, 8817",3plfinder.com,[]
Elm Global Logistics,Info@ELMLogistics.com,(800) 736-1771,http://www.elmlogistics.com/,"1819 Route 130 N, Burlington, NJ, United States, 8016",3plfinder.com,['Info@ELMLogistics.com']
Erdner 3PL,joe@erdnerbros.com,(856) 839-0598,http://erdner3pl.com/,"51 West Park Avenue, Vineland, NJ, United States, 8360",3plfinder.com,"['joe@erdnerbros.com', 'kyle@ernderbros.com', 'cliff@erdnerbros.com', 'kyle@erdnerbros.com']"
Erdner 3PL,joe@erdnerbros.com,(609) 238-9549,http://erdner3pl.com/,"51 Elm Street, Woodstown, NJ, United States, 8098",3plfinder.com,"['joe@erdnerbros.com', 'kyle@ernderbros.com', 'cliff@erdnerbros.com', 'kyle@erdnerbros.com']"
Erdner 3PL,joe@erdnerbros.com,(609) 238-9549,http://erdner3pl.com/,"31 Elm Street, Swedesboro, NJ, United States, 8085",3plfinder.com,"['joe@erdnerbros.com', 'kyle@ernderbros.com', 'cliff@erdnerbros.com', 'kyle@erdnerbros.com']"
Express Relocation Systems,,(917) 771-3587,,"333 Veterans Blvd, Carlstadt, NJ, United States, 7072",3plfinder.com,[]
Federation Logistics LLC,info@fedlogistics.com,(732) 422-4090,http://www.fedlogistics.com/,"149 Blackhorse Lane, South Brunswick Township, NJ, United States, 8852",3plfinder.com,"['info@fedlogistics.com', 'help@company.com']"
Five Stars Warehouse,,(732) 329-0790,,"152 Ridge Road, Dayton, NJ, United States, 8810",3plfinder.com,[]
Flexhubus,support@flexhubus.com,(917) 484-3561,http://flexhubus.com/,"297 Getty Ave building 2 unit 3j, Paterson, NJ 07503, USA",3plfinder.com,"['support@flexhubus.com', 'support@flexhub.com']"
Fond du Lac Storage,,(732) 650-9200,http://www.fdlwarehouse.com/,"75 Saw Mill Pond Road, Edison, NJ, United States, 8817",3plfinder.com,[]
Freeway Warehouse Corporation,,(732) 938-2400,http://www.freewaywarehouse.com/,"30 Southard Avenue, Farmingdale, NJ, United States, 7727",3plfinder.com,[]
Fulfillrite,,(732) 961-7766,http://fulfillrite.com/,"825 Towbin Ave, Lakewood, NJ, United States, 37379",3plfinder.com,[]
Genesis Logistics,SConn@GenesisLogistics.com,(800) 457-1409,http://www.genesislogistics.com/,"200 Herrod Blvd, Dayton, NJ, United States, 8810",3plfinder.com,"['SConn@GenesisLogistics.com', 'info@genesislogistics.com']"
Gerard Warehouse,,(800) 828-6317,http://www.twme-gerard.com/,"1160 State Street, Perth Amboy, NJ, United States, 8862",3plfinder.com,[]
Gilbert Company,,(800) 245-6161,http://www.gilbertusa.com/,"1000 Industrial Avenue, Keasbey, NJ, United States, 8832",3plfinder.com,[]
GMI Distribution,,(732) 846-4800,http://www.gmidistribution.com/,"305 Churchill Avenue, Somerset, NJ, United States, 8873",3plfinder.com,[]
Greenville Logistics USA,hello@zaapi.com,(201) 595-0234,http://www.greenvillelogisticsusa.com/,"20 Linden Avenue East, Jersey City, NJ, United States, 7305",3plfinder.com,['hello@zaapi.com']
Grip NJ,Partnerships@gripshipping.com,(786) 872-5795,http://gripshipping.com/,"900 Fairmount Ave, Elizabeth, NJ, United States, 7201",3plfinder.com,"['Partnerships@gripshipping.com', 'partnerships@gripshipping.com']"
H & M International,hr@remprex.com,(201) 997-6900,http://www.hmit.net/,"700 Belleville Turnpike, Kearny, NJ, United States, 7032",3plfinder.com,"['hr@remprex.com', 'support@remprex.com', 'marketing@remprex.com', 'sales@remprex.com']"
Hall’s Warehouse Corp.,,(908) 756-6242,http://www.hallscorp.com/,"501 South Kentile Road, South Plainfield, NJ, United States, 7080",3plfinder.com,[]
Harris Storage,,(856) 327-9393,http://www.harrisstorage.com/,"328 South 2nd Street, Millville, NJ, United States, 8332",3plfinder.com,[]
Hermann Warehouse Corporation,sales@hermanntds.com,(800) 524-0067,http://www.hermanntds.com/,"21 Distribution Way, South Brunswick Township, NJ, United States, 8852",3plfinder.com,['sales@hermanntds.com']
Holt Logistics,,(856) 742-3000,http://www.holtoversight.com/,"101 South King Street, Gloucester City, NJ, United States, 8030",3plfinder.com,[]
HomeRoots Fulfillment,,(908) 531-4491,http://fulfillment.homeroots.co/,"91 New England Avenue, Piscataway, NJ, United States, 8854",3plfinder.com,[]
Humble Warehousing & Distribution,Hello@reallygreatsite.com,(732) 364-3038,http://www.humblewarehouse.com/,"770 Vassar Avenue, Lakewood, NJ, United States, 8701",3plfinder.com,"['Hello@reallygreatsite.com', 'sales@humble3pl.com']"
Ice Carrier Warehouse Inc.,,(908) 760-3001,,"1160 Springfield Rd, Union, NJ, United States, 7083",3plfinder.com,[]
ICW – New Jersey,,(908) 789-2800,http://www.romarklogistics.com/,"2170 Route 27, Edison, NJ, United States, 8817",3plfinder.com,[]
J & S Warehouse,,(732) 390-6090,http://www.jandswarehouse.com/,"40 Cotters Lane, East Brunswick, NJ, United States, 8816",3plfinder.com,[]
J Lesticin Warehouse,,(609) 695-1122,http://www.lestician.com/,"32 Plum Street, Trenton, NJ, United States, 8638",3plfinder.com,[]
Jet Distribution,support@JetWarehouse.com,(201) 440-5800,http://www.jetwarehouse.com/,"250 Central Avenue, Teterboro, NJ, United States, 7608",3plfinder.com,"['support@JetWarehouse.com', 'support@jetwarehouse.com']"
Judge Organization,sales@judgeorg.com,(877) 491-0600,http://www.judgeorg.com/,"201A Export Street, Newark, NJ, United States, 7114",3plfinder.com,"['sales@judgeorg.com', 'Sales@judgeorg.com']"
KMM,,(770) 861-8305,http://www.kmmcorp.net/,"21 Constitution Ave, Piscataway, NJ, United States, 8854",3plfinder.com,[]
Leonard Logistics,operations@leonard-logistics.com,(908) 489-2165,http://www.leonard-logistics.com/,"1000 Port Carteret Drive, Carteret, NJ, United States, 7008",3plfinder.com,['operations@leonard-logistics.com']
Linden Warehouse & Distribtuion,info@lindenwarehouse.com,(908) 862-1400,http://www.lindenwarehouse.com/,"1300 Lower Road, Linden, NJ, United States, 7036",3plfinder.com,['info@lindenwarehouse.com']
Linden Warehouse & Distribution,info@lindenwarehouse.com,(908) 862-1400,http://www.lindenwarehouse.com/,"11 Distribution Blvd., Edison, NJ, United States, 8817",3plfinder.com,['info@lindenwarehouse.com']
Lucca’s Freezer & Cold Storage,,(800) 201-4265,http://agromerchants.com/lucca,"2321 Industrial Way, Vineland, NJ, United States, 8360",3plfinder.com,[]
Mainfreight USA,,(786) 556-2771,http://www.mainfreight.com/,"630 Sullivan Road, Elizabeth, NJ, United States, 7201",3plfinder.com,[]
Metropolitan Warehouse & Delivery,comments@gomwd.com,(908) 474-1200,http://www.metropolitanwarehouse.com/,"1050 Amboy Avenue, Perth Amboy, NJ, United States, 8861",3plfinder.com,['comments@gomwd.com']
Moulton Logistics Management,,(800) 808-3304,http://www.moultonlogistics.com/,"200 Docks Corner Road South, Brunswick Township, NJ, United States, 8810",3plfinder.com,[]
Mystic Logistics,IT@MYSTICLOGISTICS.COM,(800) 969-1566,http://www.mysticlogistics.com/,"8 Sante Fe Way, Cranberry, NJ, United States, 7512",3plfinder.com,"['IT@MYSTICLOGISTICS.COM', 'SALES@MYSTICLOGISTICS.COM']"
Mystic Logistics,IT@MYSTICLOGISTICS.COM,(800) 969-1566,http://www.mysticlogistics.com/,"147 West Manor Way, Robbinsville, NJ, United States, 8691",3plfinder.com,"['IT@MYSTICLOGISTICS.COM', 'SALES@MYSTICLOGISTICS.COM']"
New Jersey Pick Pack LLC,,(646) 327-0592,http://njpickpack.com/,"1801 Eden Road, Millville, NJ, United States, 8332",3plfinder.com,[]
NFI Industries,,(856) 857-1324,http://www.nfiindustries.com/,"1115 W. Middlesex Avenue, Port Reading, NJ, United States, 7064",3plfinder.com,[]
NFI Logistics,,(877) 634-3777,http://ww.nfiindustries.com/,"270 Heller Park Court, Dayton, NJ, United States, 8810",3plfinder.com,[]
NVC Logistics Group,Sales@NVCLogistics.com,(201) 767-0911,http://www.nvclogistics.com/,"1 Pond Road, Rockleigh, NJ, United States, 7647",3plfinder.com,"['Sales@NVCLogistics.com', 'Customer.Service@NVCLogistics.com', 'sales@nvclogistics.com']"
P & V Warehouse,,(732) 548-5010,,"60 Leonard Street, Metuchen, NJ, United States, 8840",3plfinder.com,[]
Palumbo Trucking and Warehouse,James@Palumbotrucking.com,(201) 413-1993,http://www.palumbotrucking.com/,"120 Arlington Avenue, Bloomfield, NJ, United States, 7003",3plfinder.com,['James@Palumbotrucking.com']
Phoenix Group Warehousing & Distribution,info@phoenix-warehouse.com,(800) 521-0074,http://www.phoenix3plgroup.com/,"201 Port Jersey Bouvelard, Jersey City, NJ, United States, 7305",3plfinder.com,['info@phoenix-warehouse.com']
Pitman Warehousing,randerson@campbellsexpress.com,(800) 220-0077,http://www.campbellsexpress.com/,"134 Laurel Drive, Pitman, NJ, United States, 8071",3plfinder.com,['randerson@campbellsexpress.com']
PNPLINE,INFO@PNPLINE.COM,(201) 254-8810,http://www.pnpline.com/,"5801 West Side Avenue, North Bergen, NJ, United States, 7047",3plfinder.com,['INFO@PNPLINE.COM']
Port Jersey Logistics,SALES@PORTJERSEY.COM,(609) 860-1010,http://www.portjersey.com/,"4 South Middlesex Avenue, Monroe Township, NJ, United States, 8831",3plfinder.com,['SALES@PORTJERSEY.COM']
Preferred Freezer Services,,(973) 820-4000,http://www.preferredfreezer.com/,"360 Avenue P, Newark, NJ, United States, 7105",3plfinder.com,[]
Preferred Freezer Services,,(732) 340-1600,http://www.preferredfreezer.com/,"275 Blair Road, Avenel, NJ, United States, 7001",3plfinder.com,[]
Preferred Freezer Services,,(973) 854-9400,http://www.preferredfreezer.com/,"150 Bayway Avenue, Elizabeth, NJ, United States, 7202",3plfinder.com,[]
Preferred Freezer Services,,(973) 820-4040,http://www.preferredfreezer.com/,"100 Polar Way, Jersey City, NJ, United States, 7305",3plfinder.com,[]
Premier Distribution Services,,(732) 247-7500,,"17 Veronica Avenue # 1, Somerset, NJ, United States, 8873",3plfinder.com,[]
Priority Solutions International,,(800) 338-3932,http://www.prioritysolutions.com/,"100 Berkeley Drive ñ Suite A, Swedesboro, NJ, United States, 8085",3plfinder.com,[]
PSS Distribution Services,,(732) 992-1300,http://www.pssdistribution.com/,"121 Ridge Road, Jamesburg, NJ, United States, 8831",3plfinder.com,[]
Quality Warehouse & Distribution Company,info@qualitywarehouse.com,(732) 287-5005,http://www.qualitywarehouse.com/,"100 Sweetwater Lane, Edison, NJ, United States, 8837",3plfinder.com,['info@qualitywarehouse.com']
Ready Warehousing & Logistics LLC,contact@ready2018.com,(201) 364-5650,http://www.ready2018.com/,"125 Seaview Dr, Secaucus, NJ, United States, 7094",3plfinder.com,"['contact@ready2018.com', 'u003eContact@Ready2018.com', 'HRD@Cosco-usa.com', 'Contact@Ready2018.com', 'u003eontact@ready2018.com']"
Rehrig Penn Logistics,infomexico@rehrig.com,(262) 947-5955,http://www.rehrigpacific.com/,"1130 Commerce Drive, Logan Township, NJ, United States, 8085",3plfinder.com,"['infomexico@rehrig.com', 'info@rehrig.com']"
River Terminal Distribution,info@riverterminal.com,(973) 465-1084,http://www.riverterminal.com/,"100 Central Avenue Suite 630, Kearny, NJ, United States, 7032",3plfinder.com,['info@riverterminal.com']
RLS Logistics,,(856) 200-3400,http://www.rlslogistics.com/,"2640 Freddy Lane, Vineland, NJ, United States, 8360",3plfinder.com,[]
RLS Logistics,,(856) 492-4400,http://www.rlslogistics.com/,"1120 NJ-73 Suite 300, Mount Laurel, NJ, United States, 8360",3plfinder.com,[]
RLS Logistics,,(856) 492-4400,http://www.rlslogistics.com/,"1000 Coopertown Road, Delanco, NJ, United States, 8360",3plfinder.com,[]
S L Enterprises,,(609) 396-1117,,"104 Taylor Street, Trenton, NJ, United States, 8638",3plfinder.com,[]
Saddle Creek Logistics Services,dotdriververificationsonly@sclogistics.com,(609) 499-6200,http://www.sclogistics.com/,"280 Daniels Way, Burlington, NJ, United States, 8016",3plfinder.com,"['dotdriververificationsonly@sclogistics.com', 'driverrecruitingdepartment@sclogistics.com', 'sales@sclogistics.com']"
SalSon Logistics,sales@salson.com,(888) 872-5766,http://www.salson.com/,"888 Doremus Avenue, Newark, NJ, United States, 7114",3plfinder.com,['sales@salson.com']
Ship with Premier,,(609) 805-8993,http://www.shipwithpremier.com/,"614 Heron Drive Suite 3, Swedesboro, NJ, United States, 8085",3plfinder.com,[]
Solomons Warehouse,,(908) 587-9525,http://www.solomons-warehouse.com/,"1200 Fuller Road, Linden, NJ, United States, 7036",3plfinder.com,[]
Sonwil Distribution Center,sales@sonwil.com,(716) 684-0555,http://www.sonwil.com/,"510 Commercial Avenue, Carlstadt, NJ, United States, 7072",3plfinder.com,['sales@sonwil.com']
Sonwil Distribution Center,sales@sonwil.com,(716) 206-1800,http://www.sonwil.com/,"510 Commercial Avenue, Carlstadt, NJ, United States, 7072",3plfinder.com,['sales@sonwil.com']
St. George Logistics,,(973) 578-8400,http://www.stgusa.com/,"5 Logistics Drive, South Kearny, NJ, United States, 7032",3plfinder.com,[]
Standard Warehouse,jobs@stechgroup.com,(856) 665-1550,http://www.stechgroup.com/,"850 Sherman Avenue, Pennsauken, NJ, United States, 8110",3plfinder.com,"['jobs@stechgroup.com', 'transportation@stechgroup.com', 'warehousing@stechgroup.com']"
Standard Warehouse,jobs@stechgroup.com,(856) 665-1550,http://www.stechgroup.com/,"37th River Road, Pennsauken, NJ, United States, 8110",3plfinder.com,"['jobs@stechgroup.com', 'transportation@stechgroup.com', 'warehousing@stechgroup.com']"
Stephen Gould Corporation,PumaxFormula1Thumbnail-Vertical@2x-480x625.webp,(973) 428-1500,http://www.stephengould.com/,"35 South Jefferson Road, Whippany, NJ, United States, 7981",3plfinder.com,['PumaxFormula1Thumbnail-Vertical@2x-480x625.webp']
Suddath Logistics Services,,(904) 390-7183,http://www.suddathlogistics.com/,"20 Hanes Drive, Wayne, NJ, United States, 7470",3plfinder.com,[]
SUNWARD LOGISTICS USA LLC,,(551) 288-1019,http://sunward-usa.com/,"60 Enterprise Ave N Suite 4, Secaucus, NJ, United States, 7094",3plfinder.com,[]
Synergy Logistics,,(888) 426-4200,http://shipsynergy.com/,"225 Long Avenue, Building 15, Hillside, NJ, United States, 7205",3plfinder.com,[]
Syx Logistics,info@syxlogistics.com,(347) 876-9179,http://syxlogistics.com/,"183 Three Brooks Road, Freehold, NJ, United States, 7728",3plfinder.com,['info@syxlogistics.com']
Taylored Fulfillment Services,sales@tpsservices.com​,(212) 359-9503,http://www.tayloredservices.com/,"231 Mill Road, Edison, NJ, United States, 8837",3plfinder.com,"['sales@tpsservices.com\u200b', '7D0dprivacy@tayloredservices.com', 'sales@tpservices.com', 'privacy@tayloredservices.com', 'sales@tpsservices.com']"
Team Logistics,orders@teamlogistics.com,(973) 595-1751,http://www.teamlogistics.com/,"20-10 Maple Avenue Building 35, Fair Lawn, NJ, United States, 7410",3plfinder.com,['orders@teamlogistics.com']
Telesco and Associates,,(973) 589-2119,http://www.statcowhse.com/,"Building 17 100 Central Avenue, South Kearney, NJ, United States, 7032",3plfinder.com,[]
The Fulfillment House,info@thefulfillmenthouse.com,(888) 937-4828,http://www.thefulfillmenthouse.com/,"211 Yardville/Hamilton Square Road, Yardville, NJ, United States, 8620",3plfinder.com,['info@thefulfillmenthouse.com']
Titan Fulfillment,,(516) 216-5055,http://www.titanfulfillment.com/,"4 Timber Lane, Marlboro Township, NJ, USA",3plfinder.com,[]
Total Solution,sales@totalsolutionus.com,(713) 706-5742,https://www.totalsolutionus.com/,"625 Rahway Ave, Union, NJ 07083, USA",3plfinder.com,['sales@totalsolutionus.com']
Transport Systems Inc.,,(908) 766-1100,http://www.transportsystemsinc.com/,"3322 US Highway 22 Suite 1003, Branchburg, NJ, United States, 8876",3plfinder.com,[]
Transport Systems Inc.,,(732) 985-0900,http://www.transportsystemsinc.com/,"100 Thornall Street # 1, Edison, NJ, United States, 8837",3plfinder.com,[]
Tyler Distribution Centers,sales@tylerdistribution.com,(609) 495-1300,http://www.tylerdistribution.com/,"200 Liberty Way, Cranbury, NJ, United States, 8512",3plfinder.com,['sales@tylerdistribution.com']
Uncommon Carrier Inc.,,(973) 817-8700,http://www.uncommoncarrier.com/,"700 Bartley-Chester Road, Mount Olive Township, NJ, United States, 7836",3plfinder.com,[]
Uncommon Carrier Inc.,,(973) 817-8700,http://www.uncommoncarrier.com/,"40 Campus Drive, South Kearny, NJ, United States, 7032",3plfinder.com,[]
Van Brunt Warehouses,sales@vanbruntwarehouse.com,(908) 282-7080,http://vanbruntwarehouse.com/warehousing.asp,"580 Division Street, Elizabeth, NJ, United States, 7201",3plfinder.com,['sales@vanbruntwarehouse.com']
Waitex International,kelvin@waitex.com,(201) 823-0010,http://www.waitex.com/,"Route 440 & Pulaski Street, Bayonne, NJ, United States, 7002",3plfinder.com,"['kelvin@waitex.com', 'frankriech@waitex.com', 'rockyli@waitex.com', 'candice@waitex.com', 'ken@waitex.com']"
Waitex International,kelvin@waitex.com,(201) 858-8358,http://www.waitex.com/,"73-75 Gould Street, Bayonne, NJ, United States, 7002",3plfinder.com,"['kelvin@waitex.com', 'frankriech@waitex.com', 'rockyli@waitex.com', 'candice@waitex.com', 'ken@waitex.com']"
Waitex International,kelvin@waitex.com,(973) 815-2801,http://www.waitex.com/,"50 Somerset Place, Clifton, NJ, United States, 7012",3plfinder.com,"['kelvin@waitex.com', 'frankriech@waitex.com', 'rockyli@waitex.com', 'candice@waitex.com', 'ken@waitex.com']"
Waitex International,kelvin@waitex.com,(732) 381-8286,http://www.waitex.com/,"1800 Lower Road, Linden, NJ, United States, 7036",3plfinder.com,"['kelvin@waitex.com', 'frankriech@waitex.com', 'rockyli@waitex.com', 'candice@waitex.com', 'ken@waitex.com']"
Waitex International,kelvin@waitex.com,(973) 778-2888,http://www.waitex.com/,"153 Linden Street, Passaic, NJ, United States, 7055",3plfinder.com,"['kelvin@waitex.com', 'frankriech@waitex.com', 'rockyli@waitex.com', 'candice@waitex.com', 'ken@waitex.com']"
Warehouse Service Inc.,,(800) 974-4968,http://www.warehouseservice.com/,"1501 Admiral Wilson Blvd., Camden, NJ, United States, 8109",3plfinder.com,[]
Warehousing Center Inc.,,(866) 782-2587,http://www.warehousingcenter.com/,"8 Commerce Road, Fairfield, NJ, United States, 7004",3plfinder.com,[]
World Distribution Services,,(757) 328-8500,http://www.worlddsnet/,"6 International Way, Newark, NJ, United States, 7114",3plfinder.com,[]
